,Structure Abbreviation,Index,Voxel Number,Mean intensity
0,A24a_L,1.0,701,0.4276391454731857
1,A24aPrime_L,2.0,308,0.48517325075415824
2,A24b_L,3.0,736,0.4822470368007603
3,A24bPrime_L,4.0,170,0.5895438160966424
4,A29a_L,5.0,186,0.5130852277400673
5,A29b_L,6.0,103,0.5541197793576323
6,A29c_L,7.0,555,0.5817639539370666
7,A30_L,8.0,1772,0.5932612808517961
8,A32_L,9.0,1222,0.45350771204685814
9,Au1_L,10.0,733,0.48100828676196106
10,AuD_L,11.0,904,0.4976970111308372
11,AuV_L,12.0,771,0.4813892012498258
12,DLO_L,13.0,421,0.3844085072749018
13,Fr3_L,14.0,424,0.45531227457214074
14,FrA_L,15.0,3496,0.4642585556148562
15,Ins_L,16.0,4553,0.4090591782330485
16,LO_L,17.0,1594,0.43633936142719526
17,LPtA_L,18.0,92,0.6723684992479242
18,M1_L,19.0,3637,0.5175459184160198
19,M2_L,20.0,3039,0.5279257310607709
20,MO_L,21.0,730,0.4346059032703099
21,MPtA_L,22.0,199,0.6662758448016104
22,PtPR_L,23.0,29,0.6293363612273644
23,S1_L,24.0,332,0.5579963415771364
24,S1BF_L,25.0,4727,0.5386477960752387
25,S1DZ_L,26.0,555,0.5880286072288547
26,S1FL_L,27.0,1723,0.5737529310267537
27,S1HL_L,28.0,1367,0.5873157653219088
28,S1J_L,29.0,1497,0.47907926938536965
29,S1Sh_L,30.0,29,0.6569417077919533
30,S1Tr_L,31.0,263,0.6615048456554631
31,S1ULp_L,32.0,2186,0.48060247218210767
32,S2_L,33.0,3093,0.44793608574021454
33,TeA_L,34.0,1592,0.4972221951875555
34,V1_L,35.0,293,0.6364061600519122
35,V1B_L,36.0,1040,0.5292515254006362
36,V1M_L,37.0,2255,0.5008347411443812
37,V2L_L,38.0,1257,0.5155812236899029
38,V2ML_L,39.0,608,0.6489789366084886
39,V2MM_L,40.0,960,0.6180861861910671
40,VO_L,41.0,928,0.4233003219525362
41,CEnt_L,42.0,2916,0.39630072811983824
42,DIEnt_L,43.0,639,0.4593927603512303
43,DLEnt_L,44.0,1335,0.4454170906197712
44,MEnt_L,45.0,276,0.4334670226427092
45,VIEnt_L,46.0,518,0.44959004959774757
