,Structure Abbreviation,Index,Voxel Number,Mean intensity
0,A24a_L,1.0,792,0.18180313907949386
1,A24aPrime_L,2.0,338,0.22384500706336907
2,A24b_L,3.0,870,0.23758012577034962
3,A24bPrime_L,4.0,245,0.3034323836467704
4,A29a_L,5.0,187,0.23667618990900682
5,A29b_L,6.0,109,0.27137977951163544
6,A29c_L,7.0,558,0.2862146095135733
7,A30_L,8.0,1811,0.30980439000716203
8,A32_L,9.0,1328,0.21420861584841308
9,Au1_L,10.0,738,0.24102525706819403
10,AuD_L,11.0,963,0.25850128483797036
11,AuV_L,12.0,759,0.22230162569695938
12,DLO_L,13.0,351,0.17680676888536523
13,Fr3_L,14.0,423,0.20200068426118112
14,FrA_L,15.0,3213,0.23900139317150673
15,Ins_L,16.0,3860,0.18546612625796868
16,LO_L,17.0,1527,0.18807059253694658
17,LPtA_L,18.0,101,0.343903059859087
18,M1_L,19.0,3571,0.27317313552820793
19,M2_L,20.0,3273,0.28840772298998674
20,MO_L,21.0,859,0.1869023063841327
21,MPtA_L,22.0,182,0.34313257808213704
22,PtPR_L,23.0,34,0.33357156462529125
23,S1_L,24.0,342,0.30434861230222804
24,S1BF_L,25.0,5013,0.2685427664514016
25,S1DZ_L,26.0,620,0.30484907754486607
26,S1FL_L,27.0,1825,0.29183488302647254
27,S1HL_L,28.0,1494,0.3215684098013274
28,S1J_L,29.0,1473,0.21959489501016283
29,S1Sh_L,30.0,39,0.3444024171584692
30,S1Tr_L,31.0,313,0.3407179463309602
31,S1ULp_L,32.0,2274,0.2234197970964637
32,S2_L,33.0,2896,0.202792022940677
33,TeA_L,34.0,1608,0.21352893148840807
34,V1_L,35.0,318,0.3273080779040385
35,V1B_L,36.0,1065,0.28928247297034015
36,V1M_L,37.0,2494,0.2674713347379026
37,V2L_L,38.0,1475,0.2601585680650452
38,V2ML_L,39.0,639,0.34302091765245174
39,V2MM_L,40.0,1123,0.31135728478245933
40,VO_L,41.0,867,0.1763058013552338
41,CEnt_L,42.0,2650,0.17377257497946047
42,DIEnt_L,43.0,584,0.20940964704711143
43,DLEnt_L,44.0,1202,0.20157263621365568
44,MEnt_L,45.0,257,0.201343366231204
45,VIEnt_L,46.0,481,0.2068690680540525
46,Cl_L,47.0,4,0.1997133530676365
47,DCl_L,48.0,0,
48,PLCo_L,49.0,926,0.16679297183231967
49,VCl_L,50.0,8,0.19555053673684597
50,Hc_L,51.0,13494,0.1912996114361537
51,DTT_L,52.0,304,0.1648573456209545
52,Ect_L,53.0,1019,0.21104901421438607
53,PaS_L,54.0,614,0.17971363146743868
54,PRh_L,55.0,719,0.19690447322433616
55,PrS_L,56.0,66,0.17814594066955827
56,Pir_L,57.0,28990,0.20605029815569567
57,APir_L,58.0,107,0.19687541414087065
58,Hyp_L,59.0,5484,0.16460375799671806
59,Preopt_L,60.0,2958,0.17592821931031968
60,Sthal_L,61.0,233,0.1763478770468368
61,SPT_L,62.0,3607,0.17044594583685357
62,GP_L,63.0,1000,0.16722380116581917
63,CPu_L,64.0,11123,0.16919504349128084
64,Amy_L,65.0,6132,0.175145341978279
65,Acb_L,66.0,1889,0.17613410033076576
66,BNst_L,67.0,285,0.1771585732175593
67,Vpal_L,68.0,834,0.18327881090289397
68,PAG_L,69.0,3658,0.17728998003646673
69,APT_L,70.0,307,0.1658531517664074
70,VTA_L,71.0,78,0.16777544879378417
71,Thal_R_L,72.0,5866,0.15926876411913932
72,VT_L,73.0,1527,0.16251310555370477
73,LDNT_L,74.0,173,0.1696471993978313
74,MGN_L,75.0,254,0.1649703212727712
75,LGN_L,76.0,493,0.17097232006414667
76,ZI_L,77.0,1037,0.1587499200421221
77,RTN_L,78.0,1274,0.1625708302912804
78,Sub_PP_L,79.0,118,0.17146148040133008
79,DpMe_L,80.0,1500,0.16367458485563596
80,SC_L,81.0,4953,0.19223993100931422
81,IC_L,82.0,3117,0.19548727190949652
82,SN_L,83.0,460,0.15929696213292038
83,RPC_L,84.0,64,0.16882898972835392
84,MRN_L,85.0,1876,0.16893627400845607
85,RI_L,86.0,187,0.16850468998446183
86,Cn_L,87.0,201,0.17204407298594565
87,PrCn_L,88.0,314,0.1722037153449028
88,BS_R_L,89.0,2345,0.16012418370670092
89,Iped_L,90.0,82,0.17223090369526933
90,Cb_1_10_L,91.0,24544,0.1757572900679635
91,Den_L,92.0,199,0.1777746104190697
92,Int_L,93.0,244,0.18574546075990941
93,FasDL_L,94.0,2,0.16193552315235138
94,FasMed_L,95.0,526,0.16752263647238563
95,Vll_L,96.0,14,0.13697950861283711
96,ParB_L,97.0,224,0.18715206779805676
97,KF_L,98.0,369,0.1736023161752114
98,PCRt_L,99.0,1789,0.16594800774514043
99,CG_L,100.0,998,0.16430296450256107
100,Su5_L,101.0,119,0.17301728970864239
101,m5_L,102.0,45,0.15314819978343117
102,5N_L,103.0,164,0.17268444956621018
103,PnO_L,104.0,2305,0.16212141268811878
104,Raph_L,105.0,165,0.1790507437153296
105,Pr5_L,106.0,296,0.16409500051491163
106,DTg_L,107.0,1001,0.17205627487375066
107,Tg_L,108.0,1,0.21211829781532288
108,CoN_L,109.0,216,0.16942823788634054
109,Pn_L,110.0,385,0.14853449819923994
110,RTg_L,111.0,127,0.1497785711264986
111,Oliv_L,112.0,560,0.15802328955116016
112,PnC_L,113.0,998,0.15801200929110895
113,Sp5_L,114.0,949,0.16721963160548622
114,Ve_L,115.0,1346,0.16794950042312956
115,Gi_L,116.0,2428,0.15809218463360575
116,Cu_L,117.0,253,0.16657077160336284
117,ac_L,118.0,171,0.14817123603053958
118,ot_L,119.0,1038,0.14583842355851265
119,fi_L,120.0,1073,0.14943241568252735
120,cc_L,121.0,8032,0.1865032381003359
121,fx_L,122.0,45,0.1490497852365176
122,st_L,123.0,419,0.15301161074481887
123,cg_L,124.0,415,0.22944411933422088
124,lo_L,125.0,392,0.15729846447059997
125,vhc_L,126.0,11,0.17150069095871665
126,ic_L,127.0,1592,0.15769103080988978
127,fr_L,128.0,0,
128,sm_L,129.0,37,0.12427187388813174
129,mt_L,130.0,0,
130,pc_L,131.0,14,0.17126620773758208
131,bsc_L,132.0,7,0.154674554509776
132,cp_L,133.0,1070,0.15147797258518567
133,ll_L,134.0,462,0.15770067743860283
134,sp5_L,135.0,713,0.15388462372740722
135,py_L,136.0,260,0.14536089163560134
136,n8_L,137.0,60,0.14302575811743737
137,n7_L,138.0,0,
138,lfp_L,139.0,8,0.1489224061369896
139,mlf_ts_L,140.0,499,0.1493763970901708
140,sc_L,141.0,115,0.15512654813735383
141,ml_L,142.0,99,0.15624015718096435
142,vsc_L,143.0,586,0.1627068175479719
143,mcp_L,144.0,785,0.14777219194420585
144,scp_L,145.0,341,0.16021507191867773
145,icp_oc_tz_L,146.0,257,0.16752493517755998
146,cbw_L,147.0,3367,0.16178050183505482
147,LV_L,148.0,3423,0.14891331359143323
148,A25_L,149.0,206,0.15412251302267163
149,das_L,150.0,0,
150,Post_L,151.0,264,0.2070358551925782
151,4V_L,152.0,397,0.15810842974397638
152,MiTg_L,153.0,479,0.17812812843190853
153,PT_L,154.0,49,0.1279142952086974
154,LDVL_L,155.0,75,0.16746502925952275
155,LP_L,156.0,109,0.1702766945465989
156,Athal_L,157.0,360,0.16124628562894133
157,RMC_L,158.0,66,0.17217174635240526
158,PaR_L,159.0,0,
159,RR_L,160.0,206,0.16903856317105803
160,CSF_L,161.0,206,0.182708163013302
161,IRN_L,162.0,470,0.16572769404725826
162,PHD_PaMP_Post_and_LatHy_L,163.0,525,0.1708123775181316
163,PR_p3Tg_L_L,164.0,38,0.1641505876261937
164,PVG_L,165.0,46,0.15988091282222583
165,BLA_L,166.0,758,0.1910938664504123
166,A24a_R,1001.0,761,0.17970857393295162
167,A24aPrime_R,1002.0,378,0.2184713085492452
168,A24b_R,1003.0,940,0.236617648443009
169,A24bPrime_R,1004.0,254,0.2871407665253624
170,A29a_R,1005.0,223,0.23832708316533555
171,A29b_R,1006.0,109,0.2749723161852688
172,A29c_R,1007.0,578,0.2713745250704998
173,A30_R,1008.0,1478,0.29960692712989245
174,A32_R,1009.0,1113,0.2079509403640262
175,Au1_R,1010.0,680,0.2512321244048722
176,AuD_R,1011.0,880,0.2874146740036932
177,AuV_R,1012.0,722,0.2250788746571937
178,DLO_R,1013.0,326,0.16641825207857633
179,Fr3_R,1014.0,345,0.2075134216443352
180,FrA_R,1015.0,3071,0.239496821239809
181,Ins_R,1016.0,3658,0.187427658934967
182,LO_R,1017.0,1444,0.1823681041629278
183,LPtA_R,1018.0,77,0.355912259840346
184,M1_R,1019.0,3234,0.27274076748885856
185,M2_R,1020.0,3006,0.28348093085531306
186,MO_R,1021.0,752,0.18198387975745062
187,MPtA_R,1022.0,217,0.3662131807084457
188,PtPR_R,1023.0,6,0.3383994748195012
189,S1_R,1024.0,368,0.3298798778053859
190,S1BF_R,1025.0,4971,0.2984265354668991
191,S1DZ_R,1026.0,617,0.3103254419574861
192,S1FL_R,1027.0,1622,0.3004760707460996
193,S1HL_R,1028.0,1271,0.32469897076522714
194,S1J_R,1029.0,1374,0.21774322625786457
195,S1Sh_R,1030.0,35,0.33307430957044876
196,S1Tr_R,1031.0,295,0.3490588935249943
197,S1ULp_R,1032.0,2300,0.23173665220646755
198,S2_R,1033.0,2982,0.20556955371054525
199,TeA_R,1034.0,1576,0.22011099538770576
200,V1_R,1035.0,356,0.34578843737083875
201,V1B_R,1036.0,1087,0.31533387973698984
202,V1M_R,1037.0,2334,0.2922177227771017
203,V2L_R,1038.0,1324,0.27837750082694873
204,V2ML_R,1039.0,631,0.35265459571323005
205,V2MM_R,1040.0,896,0.3356719038482489
206,VO_R,1041.0,767,0.17126398049829214
207,CEnt_R,1042.0,2820,0.18249313943220158
208,DIEnt_R,1043.0,609,0.1878367022952227
209,DLEnt_R,1044.0,1214,0.18370863531687015
210,MEnt_R,1045.0,334,0.1856779125100838
211,VIEnt_R,1046.0,662,0.18807157583737302
212,Cl_R,1047.0,66,0.1632457754828713
213,DCl_R,1048.0,0,
214,PLCo_R,1049.0,739,0.15727158282985546
215,VCl_R,1050.0,43,0.1773122240637624
216,Hc_R,1051.0,13451,0.19285457982890722
217,DTT_R,1052.0,199,0.162418942580271
218,Ect_R,1053.0,1164,0.2039389386837118
219,PaS_R,1054.0,660,0.18588650996486347
220,PRh_R,1055.0,956,0.19788265631974492
221,PrS_R,1056.0,56,0.18930836926613534
222,Pir_R,1057.0,27942,0.19699022436353045
223,APir_R,1058.0,102,0.17261182633685132
224,Hyp_R,1059.0,5468,0.1595679561429723
225,Pre_Tel_R,1060.0,2905,0.17127572035035454
226,Sthal_R,1061.0,244,0.16670240806873704
227,SPT_R,1062.0,3527,0.16774480107581274
228,GP_R,1063.0,772,0.16918567468658322
229,CPu_R,1064.0,9818,0.16811806969170076
230,Amy_R,1065.0,5540,0.163618497069024
231,Acb_R,1066.0,1791,0.17599019592098522
232,BNst_R,1067.0,272,0.17652027944431586
233,Vpal_R,1068.0,805,0.17273090300352678
234,PAG_R,1069.0,4193,0.17915512097214503
235,APT_R,1154.0,42,0.12495859592620816
236,VTA_R,1071.0,116,0.15533979269194192
237,Thal_R_R,1072.0,5631,0.15994890518003554
238,VT_R,1073.0,968,0.16177264585598441
239,LDNT_R,1074.0,168,0.1735258454545623
240,MGN_R,1075.0,250,0.16268346545100212
241,LGN_R,1076.0,451,0.1681866916908393
242,ZI_R,1077.0,855,0.16449279484518786
243,RTN_R,1078.0,1011,0.16474226338956524
244,Sub_PP_R,1079.0,163,0.17541905954205916
245,DpMe_R,1080.0,1380,0.16449646163137926
246,SC_R,1081.0,4308,0.20019812975857085
247,IC_R,1082.0,2845,0.20540478863411293
248,SN_R,1083.0,514,0.1645470707304051
249,RPC_R,1084.0,57,0.1557954314507936
250,MRN_R,1085.0,1970,0.16786002572909528
251,RI_R,1086.0,141,0.16917002655512897
252,Cn_R,1087.0,246,0.17304040688445899
253,PrCn_R,1088.0,301,0.1673758851234303
254,BS_R_R,1089.0,2539,0.1603160840952523
255,Iped_R,1090.0,60,0.18637861907482148
256,Cb_1_10_R,1091.0,23787,0.17818696929229816
257,Den_R,1092.0,174,0.17456740479188404
258,Int_R,1093.0,209,0.1745900643641869
259,FasDL_R,1094.0,1,0.14679211378097534
260,FasMed_R,1095.0,473,0.16332102494499395
261,Vll_R,1096.0,15,0.14042850881814956
262,ParB_R,1097.0,202,0.17894133043908836
263,KF_R,1098.0,303,0.16917421339270305
264,PCRt_R,1099.0,1638,0.1563336384688505
265,CG_R,1100.0,935,0.1569310700192171
266,Su5_R,1101.0,128,0.17539828282315284
267,m5_R,1102.0,37,0.15750136890926877
268,5N_R,1103.0,81,0.16037885246821393
269,PnC_R,1104.0,2202,0.1586795108194897
270,Raph_R,1105.0,140,0.17860814545835768
271,Pr5_R,1106.0,318,0.15821594245872408
272,DTg_R,1107.0,893,0.17033424880042722
273,Tg_R,1108.0,3,0.1871311217546463
274,CoN_R,1109.0,163,0.15336577530287526
275,Pn_R,1110.0,361,0.1445591429717983
276,RTg_R,1111.0,144,0.15565614979196754
277,Oliv_R,1112.0,489,0.15569927176205414
278,PnRt_R,1113.0,803,0.15070250584914407
279,Sp5_R,1114.0,929,0.15763755206447758
280,Ve_R,1115.0,1382,0.16109570944695242
281,Gi_R,1116.0,2090,0.1507983043059065
282,Cu_R,1117.0,241,0.15878910648624928
283,ac_R,1118.0,187,0.15109372672868923
284,ot_R,1119.0,1052,0.1516970234742466
285,fi_R,1120.0,895,0.15083506695052099
286,cc_R,1121.0,7146,0.18573938644098328
287,fx_R,1122.0,43,0.14706551370232604
288,st_R,1123.0,429,0.15936406654911442
289,cg_R,1124.0,352,0.23415284108539874
290,lo_R,1125.0,368,0.185174238341658
291,vhc_R,1126.0,17,0.1619372784214861
292,ic_R,1127.0,1478,0.16073945963173017
293,fr_R,1128.0,0,
294,sm_R,1129.0,38,0.13793288063454
295,mt_R,1130.0,0,
296,pc_R,1131.0,15,0.16320669203996657
297,bsc_R,1132.0,7,0.15946535340377263
298,cp_R,1133.0,1229,0.1537263797606706
299,ll_R,1134.0,467,0.16301965912927652
300,sp5_R,1135.0,728,0.15310265307038368
301,py_R,1136.0,231,0.1467522830577382
302,n8_R,1137.0,62,0.15531241052573727
303,n7_R,1138.0,1,0.2652825713157654
304,lfp_R,1139.0,7,0.1575044776712145
305,mlf_ts_R,1140.0,399,0.15058581441416777
306,sc_R,1141.0,140,0.1539547771481531
307,ml_R,1142.0,78,0.1632036779744503
308,vsc_R,1143.0,545,0.16175829781851636
309,mcp_R,1144.0,700,0.14472829574985163
310,scp_R,1145.0,340,0.1614068843643455
311,icp_oc_tz_R,1146.0,218,0.1483052683088484
312,cbw_R,1147.0,2965,0.15585337256224321
313,LV_R,1148.0,3736,0.14361419076821916
314,A25_R,1149.0,177,0.15682915189845414
315,das_R,1150.0,0,
316,Post_R,1151.0,243,0.21006668772962359
317,4V_R,1152.0,366,0.15070994756098002
318,MiTg_R,1153.0,483,0.1675586693806431
319,APT_R,1154.0,42,0.12495859592620816
320,LDVL_R,1155.0,100,0.17642250746488572
321,LP_R,1156.0,139,0.1731415582860974
322,AThal_R,1157.0,376,0.16324389194871516
323,RMC_R,1158.0,59,0.1582224260447389
324,PaR_R,1159.0,0,
325,RR_R,1160.0,219,0.17469308215733534
326,CSF_R,1161.0,167,0.17845047990272858
327,IRN_R,1162.0,486,0.15749801057601662
328,PHD_PaMP_Post_and_LatHy_R,1163.0,692,0.16226253632692933
329,PR_p3Tg_L_R,1164.0,36,0.15302844014432695
330,PVG_R,1165.0,28,0.1680108295487506
331,BLA_R,,0,
