,Structure Abbreviation,Index,Voxel Number,Mean intensity
0,A24a_L,1.0,826,0.16961185787026442
1,A24aPrime_L,2.0,350,0.1967942500965936
2,A24b_L,3.0,869,0.20850070364456044
3,A24bPrime_L,4.0,220,0.25407818047837777
4,A29a_L,5.0,199,0.19568118799346776
5,A29b_L,6.0,92,0.23114042251330355
6,A29c_L,7.0,483,0.2472968496243406
7,A30_L,8.0,1642,0.25027186886819214
8,A32_L,9.0,1184,0.18644544980614572
9,Au1_L,10.0,635,0.23148307492883186
10,AuD_L,11.0,891,0.26371828550274257
11,AuV_L,12.0,811,0.2110917974268023
12,DLO_L,13.0,327,0.15540551464856583
13,Fr3_L,14.0,416,0.19367155291211718
14,FrA_L,15.0,3299,0.21029642108284677
15,Ins_L,16.0,4078,0.17130861908029318
16,LO_L,17.0,1341,0.1636316248901205
17,LPtA_L,18.0,92,0.3226674942542677
18,M1_L,19.0,3566,0.24200094339975264
19,M2_L,20.0,3095,0.25114878628625625
20,MO_L,21.0,731,0.1692248438160087
21,MPtA_L,22.0,191,0.3152366696383941
22,PtPR_L,23.0,31,0.31392723610324247
23,S1_L,24.0,354,0.28752394618287597
24,S1BF_L,25.0,5313,0.27464248013237247
25,S1DZ_L,26.0,594,0.27764788638762755
26,S1FL_L,27.0,1643,0.26477573921748654
27,S1HL_L,28.0,1391,0.28127450938386767
28,S1J_L,29.0,1518,0.21424097573686493
29,S1Sh_L,30.0,39,0.3109202874012483
30,S1Tr_L,31.0,298,0.3175037854769886
31,S1ULp_L,32.0,2182,0.2341202288715802
32,S2_L,33.0,3146,0.20277355167865563
33,TeA_L,34.0,1776,0.1941503992824404
34,V1_L,35.0,289,0.3045321332232762
35,V1B_L,36.0,1096,0.24656676338564087
36,V1M_L,37.0,2418,0.22179655548465507
37,V2L_L,38.0,1553,0.23350218711786705
38,V2ML_L,39.0,517,0.3035182174965307
39,V2MM_L,40.0,1024,0.25925938784348546
40,VO_L,41.0,611,0.16720607171960042
41,CEnt_L,42.0,3147,0.14101886684871076
42,DIEnt_L,43.0,619,0.156557331021171
43,DLEnt_L,44.0,1263,0.16474802494167054
44,MEnt_L,45.0,325,0.14945152528010883
45,VIEnt_L,46.0,575,0.15333392814449642
46,Cl_L,47.0,3,0.1662307232618332
47,DCl_L,48.0,0,
48,PLCo_L,49.0,1012,0.14063269254593216
49,VCl_L,50.0,12,0.17615294456481934
50,Hc_L,51.0,13559,0.1711100629333785
51,DTT_L,52.0,233,0.13423097208781815
52,Ect_L,53.0,1130,0.18610911104927022
53,PaS_L,54.0,576,0.1383165836515319
54,PRh_L,55.0,877,0.17501552249204066
55,PrS_L,56.0,67,0.14751606201058004
56,Pir_L,57.0,29034,0.17031651800011438
57,APir_L,58.0,105,0.15886715395109993
58,Hyp_L,59.0,5309,0.14024785049589458
59,Preopt_L,60.0,3124,0.14882728058150785
60,Sthal_L,61.0,270,0.13774491062870733
61,SPT_L,62.0,3644,0.14457854384180202
62,GP_L,63.0,987,0.14825966018190742
63,CPu_L,64.0,11001,0.15139807549375273
64,Amy_L,65.0,6920,0.14379284307414483
65,Acb_L,66.0,1862,0.14479922710504747
66,BNst_L,67.0,279,0.14554024762791118
67,Vpal_L,68.0,925,0.15719197268421586
68,PAG_L,69.0,3537,0.13911587651634674
69,APT_L,70.0,257,0.14366069346202487
70,VTA_L,71.0,99,0.13194114383724
71,Thal_R_L,72.0,6031,0.1326445689870536
72,VT_L,73.0,1434,0.1371229651333398
73,LDNT_L,74.0,157,0.14616991048026237
74,MGN_L,75.0,281,0.13971615291044806
75,LGN_L,76.0,447,0.14955891157089998
76,ZI_L,77.0,1054,0.13020606953261926
77,RTN_L,78.0,1199,0.14197804560703073
78,Sub_PP_L,79.0,156,0.14526591091774976
79,DpMe_L,80.0,1435,0.1347243618362872
80,SC_L,81.0,4805,0.16794566519046736
81,IC_L,82.0,2933,0.162411953901451
82,SN_L,83.0,564,0.12878213870398542
83,RPC_L,84.0,53,0.13048253053764128
84,MRN_L,85.0,2087,0.13468959168577857
85,RI_L,86.0,227,0.12936699462619647
86,Cn_L,87.0,196,0.1350183329563968
87,PrCn_L,88.0,323,0.13289076279006876
88,BS_R_L,89.0,2981,0.12215093624300402
89,Iped_L,90.0,115,0.1454179473221302
90,Cb_1_10_L,91.0,24161,0.13060517560419738
91,Den_L,92.0,223,0.1286432420325386
92,Int_L,93.0,248,0.12101639638985356
93,FasDL_L,94.0,2,0.12850575521588326
94,FasMed_L,95.0,573,0.11722906421460406
95,Vll_L,96.0,18,0.10337443773945172
96,ParB_L,97.0,205,0.13700549598874115
97,KF_L,98.0,399,0.12449434425747186
98,PCRt_L,99.0,2327,0.12189689053836482
99,CG_L,100.0,1391,0.11041557358472061
100,Su5_L,101.0,135,0.1283428333423756
101,m5_L,102.0,50,0.12012504793703556
102,5N_L,103.0,195,0.1254389721613664
103,PnO_L,104.0,2766,0.12500418944854022
104,Raph_L,105.0,203,0.13385054623258524
105,Pr5_L,106.0,339,0.11313047360046423
106,DTg_L,107.0,1073,0.12247401447437238
107,Tg_L,108.0,2,0.1283155344426632
108,CoN_L,109.0,255,0.12109985824893503
109,Pn_L,110.0,464,0.11650027994644539
110,RTg_L,111.0,175,0.1233326524070331
111,Oliv_L,112.0,688,0.12898815179590223
112,PnC_L,113.0,1401,0.12230978312926749
113,Sp5_L,114.0,1605,0.11518859069481074
114,Ve_L,115.0,1791,0.11309490569813634
115,Gi_L,116.0,3965,0.11457049528143896
116,Cu_L,117.0,380,0.10898669349323763
117,ac_L,118.0,186,0.12306352560558627
118,ot_L,119.0,1095,0.12112949977046278
119,fi_L,120.0,1168,0.13289763528075427
120,cc_L,121.0,8750,0.1722299212864467
121,fx_L,122.0,48,0.128251475126793
122,st_L,123.0,426,0.14053362447051376
123,cg_L,124.0,421,0.20865301295867159
124,lo_L,125.0,419,0.13617776555669336
125,vhc_L,126.0,9,0.1437888460026847
126,ic_L,127.0,1674,0.1381426184586157
127,fr_L,128.0,0,
128,sm_L,129.0,35,0.103226316933121
129,mt_L,130.0,0,
130,pc_L,131.0,15,0.14173365732034046
131,bsc_L,132.0,5,0.131453238427639
132,cp_L,133.0,1141,0.12690212193951597
133,ll_L,134.0,511,0.12014568373998318
134,sp5_L,135.0,889,0.10821368101108463
135,py_L,136.0,339,0.11243411282126882
136,n8_L,137.0,70,0.09936352132686548
137,n7_L,138.0,3,0.12749692797660828
138,lfp_L,139.0,9,0.11305773589346144
139,mlf_ts_L,140.0,750,0.11364276228348415
140,sc_L,141.0,231,0.10860404581863643
141,ml_L,142.0,100,0.12870900817215442
142,vsc_L,143.0,599,0.12376595631813964
143,mcp_L,144.0,942,0.10948143536798387
144,scp_L,145.0,369,0.11643220419644663
145,icp_oc_tz_L,146.0,316,0.10955194704517533
146,cbw_L,147.0,3302,0.11158993688024477
147,LV_L,148.0,4258,0.12564244159589621
148,A25_L,149.0,172,0.13771111433675817
149,das_L,150.0,0,
150,Post_L,151.0,281,0.1841235370292358
151,4V_L,152.0,414,0.10419116061234819
152,MiTg_L,153.0,517,0.1341615454573004
153,PT_L,154.0,43,0.10597870880088141
154,LDVL_L,155.0,70,0.15064375890152795
155,LP_L,156.0,84,0.14574669461165154
156,Athal_L,157.0,370,0.13939548062311635
157,RMC_L,158.0,64,0.12551088177133352
158,PaR_L,159.0,0,
159,RR_L,160.0,271,0.13487885070352976
160,CSF_L,161.0,201,0.15969336427637001
161,IRN_L,162.0,776,0.11779311875879918
162,PHD_PaMP_Post_and_LatHy_L,163.0,625,0.1355757351398468
163,PR_p3Tg_L_L,164.0,36,0.13224490794042745
164,PVG_L,165.0,39,0.13410489815167892
165,BLA_L,166.0,942,0.15697920446594557
166,A24a_R,1001.0,847,0.16658598557774335
167,A24aPrime_R,1002.0,411,0.19405260288276666
168,A24b_R,1003.0,1074,0.20882735104478714
169,A24bPrime_R,1004.0,240,0.2531135750934482
170,A29a_R,1005.0,258,0.19416852136568505
171,A29b_R,1006.0,104,0.2169589796461738
172,A29c_R,1007.0,581,0.23132696828569274
173,A30_R,1008.0,1384,0.24268165262512906
174,A32_R,1009.0,1184,0.19094148034708122
175,Au1_R,1010.0,621,0.23523710977628035
176,AuD_R,1011.0,721,0.27366752686927126
177,AuV_R,1012.0,673,0.2183798154232052
178,DLO_R,1013.0,329,0.15929148240881125
179,Fr3_R,1014.0,327,0.20286609045591558
180,FrA_R,1015.0,3668,0.23016738072301757
181,Ins_R,1016.0,4037,0.1691695046591521
182,LO_R,1017.0,1660,0.17392077328390385
183,LPtA_R,1018.0,68,0.3174877523937646
184,M1_R,1019.0,3658,0.2539394739414415
185,M2_R,1020.0,3557,0.2566679025501943
186,MO_R,1021.0,727,0.16631695053743856
187,MPtA_R,1022.0,213,0.30858894608949833
188,PtPR_R,1023.0,9,0.3266611827744378
189,S1_R,1024.0,355,0.29908988517774665
190,S1BF_R,1025.0,4275,0.27308760766397444
191,S1DZ_R,1026.0,553,0.2893315988843739
192,S1FL_R,1027.0,1591,0.28228374907312564
193,S1HL_R,1028.0,1341,0.2846153259477359
194,S1J_R,1029.0,1317,0.22153162432943407
195,S1Sh_R,1030.0,31,0.3057721742699223
196,S1Tr_R,1031.0,273,0.31998132502203025
197,S1ULp_R,1032.0,2113,0.2353706944097403
198,S2_R,1033.0,2926,0.19832236815934018
199,TeA_R,1034.0,1548,0.2028810377365089
200,V1_R,1035.0,319,0.30465870668241596
201,V1B_R,1036.0,959,0.25578736216295994
202,V1M_R,1037.0,2227,0.22900481380231186
203,V2L_R,1038.0,1218,0.2383831892229849
204,V2ML_R,1039.0,572,0.2759966305131418
205,V2MM_R,1040.0,788,0.2487140110585139
206,VO_R,1041.0,777,0.1590491764084406
207,CEnt_R,1042.0,2878,0.1550126448467819
208,DIEnt_R,1043.0,573,0.16143846623014405
209,DLEnt_R,1044.0,1366,0.1625326280898004
210,MEnt_R,1045.0,271,0.16066119891361116
211,VIEnt_R,1046.0,527,0.163989129269485
212,Cl_R,1047.0,69,0.1483836981697359
213,DCl_R,1048.0,0,
214,PLCo_R,1049.0,796,0.14179434123257148
215,VCl_R,1050.0,54,0.1516776435353138
216,Hc_R,1051.0,14139,0.17561357666672
217,DTT_R,1052.0,190,0.1373988755243389
218,Ect_R,1053.0,1141,0.1892174196794407
219,PaS_R,1054.0,659,0.15292057969320527
220,PRh_R,1055.0,896,0.18103595990604454
221,PrS_R,1056.0,55,0.1592774672941728
222,Pir_R,1057.0,30314,0.1740622441387279
223,APir_R,1058.0,119,0.16317175622998165
224,Hyp_R,1059.0,5259,0.1436696840812496
225,Pre_Tel_R,1060.0,3348,0.1498488361703559
226,Sthal_R,1061.0,264,0.13866781892085617
227,SPT_R,1062.0,3762,0.14555809719776186
228,GP_R,1063.0,906,0.14925474598674848
229,CPu_R,1064.0,10493,0.1519114522407726
230,Amy_R,1065.0,6491,0.1471546875986415
231,Acb_R,1066.0,2169,0.14672962119635374
232,BNst_R,1067.0,300,0.14895228241880734
233,Vpal_R,1068.0,1084,0.15787126666202977
234,PAG_R,1069.0,3949,0.14195288068344394
235,APT_R,1154.0,38,0.11355459229334404
236,VTA_R,1071.0,116,0.13656650804753961
237,Thal_R_R,1072.0,5953,0.13343269960301155
238,VT_R,1073.0,942,0.14213486612950413
239,LDNT_R,1074.0,152,0.1558615442267374
240,MGN_R,1075.0,259,0.1414879776796319
241,LGN_R,1076.0,422,0.15360600118176632
242,ZI_R,1077.0,862,0.13308618453670543
243,RTN_R,1078.0,924,0.14383377611346834
244,Sub_PP_R,1079.0,159,0.14507309801923404
245,DpMe_R,1080.0,1469,0.13474057684287966
246,SC_R,1081.0,4124,0.1649963898068451
247,IC_R,1082.0,2767,0.16465744542992627
248,SN_R,1083.0,563,0.13492944987480848
249,RPC_R,1084.0,67,0.13309938371626298
250,MRN_R,1085.0,2188,0.13946463211764748
251,RI_R,1086.0,160,0.12967703794129193
252,Cn_R,1087.0,311,0.13843879453430605
253,PrCn_R,1088.0,319,0.13977867927764276
254,BS_R_R,1089.0,3012,0.12434909703731932
255,Iped_R,1090.0,91,0.15105224904286993
256,Cb_1_10_R,1091.0,25894,0.1373770448043721
257,Den_R,1092.0,190,0.13618553833741892
258,Int_R,1093.0,220,0.1315608214925636
259,FasDL_R,1094.0,1,0.10986889153718948
260,FasMed_R,1095.0,528,0.11891998598267409
261,Vll_R,1096.0,16,0.13020581053569913
262,ParB_R,1097.0,232,0.14016614700185842
263,KF_R,1098.0,444,0.12759842932526325
264,PCRt_R,1099.0,2610,0.12289773523093868
265,CG_R,1100.0,1373,0.11357162890105202
266,Su5_R,1101.0,148,0.13405305882160728
267,m5_R,1102.0,50,0.11735522508621216
268,5N_R,1103.0,112,0.13224429450929165
269,PnC_R,1104.0,2623,0.12718389890136447
270,Raph_R,1105.0,149,0.1312631043611757
271,Pr5_R,1106.0,445,0.12476123629158803
272,DTg_R,1107.0,1031,0.12442908781128063
273,Tg_R,1108.0,3,0.14472261567910513
274,CoN_R,1109.0,274,0.11774230438427333
275,Pn_R,1110.0,463,0.12631641737875363
276,RTg_R,1111.0,165,0.12013933622475827
277,Oliv_R,1112.0,708,0.1253051877463773
278,PnRt_R,1113.0,1311,0.12178901576420717
279,Sp5_R,1114.0,1763,0.11573588877907884
280,Ve_R,1115.0,2031,0.11817917406764422
281,Gi_R,1116.0,3493,0.11456241618842954
282,Cu_R,1117.0,382,0.11331273099475818
283,ac_R,1118.0,193,0.1235596674634385
284,ot_R,1119.0,941,0.12194133006574687
285,fi_R,1120.0,952,0.13463973528666406
286,cc_R,1121.0,8435,0.17383818088124756
287,fx_R,1122.0,38,0.12971537599438115
288,st_R,1123.0,391,0.14248981580252537
289,cg_R,1124.0,389,0.19700578686357464
290,lo_R,1125.0,385,0.1424271442189619
291,vhc_R,1126.0,22,0.14961595426906238
292,ic_R,1127.0,1486,0.13843197315871153
293,fr_R,1128.0,0,
294,sm_R,1129.0,39,0.1076863179795253
295,mt_R,1130.0,0,
296,pc_R,1131.0,15,0.14175657331943511
297,bsc_R,1132.0,9,0.13059365583790672
