,Structure Abbreviation,Index,Voxel Number,Mean intensity
0,A24a_L,1.0,640,0.14464144282974303
1,A24aPrime_L,2.0,261,0.16250281897997948
2,A24b_L,3.0,724,0.16026223745217638
3,A24bPrime_L,4.0,213,0.17983214242357604
4,A29a_L,5.0,192,0.17462800400486836
5,A29b_L,6.0,112,0.2085903776543481
6,A29c_L,7.0,598,0.19494607120154295
7,A30_L,8.0,1831,0.20859677298986345
8,A32_L,9.0,1100,0.1606421337750825
9,Au1_L,10.0,678,0.19096470619812828
10,AuD_L,11.0,870,0.20294491381052582
11,AuV_L,12.0,717,0.17682966281305298
12,DLO_L,13.0,335,0.14948488268167226
13,Fr3_L,14.0,376,0.17414397879087545
14,FrA_L,15.0,3806,0.16314828853087163
15,Ins_L,16.0,4080,0.15123281191358817
16,LO_L,17.0,1323,0.16204430621880433
17,LPtA_L,18.0,94,0.23451558754165122
18,M1_L,19.0,3821,0.17339121195049192
19,M2_L,20.0,3935,0.1650752499197838
20,MO_L,21.0,569,0.16008430639501195
21,MPtA_L,22.0,183,0.22511711171090276
22,PtPR_L,23.0,28,0.2335331253707409
23,S1_L,24.0,325,0.23369956539227413
24,S1BF_L,25.0,4944,0.19817037296309634
25,S1DZ_L,26.0,730,0.20643641526160175
26,S1FL_L,27.0,2073,0.19732230432867084
27,S1HL_L,28.0,1487,0.19865408541275176
28,S1J_L,29.0,1439,0.17992168093841882
29,S1Sh_L,30.0,41,0.23811145017786725
30,S1Tr_L,31.0,287,0.2288898040608662
31,S1ULp_L,32.0,2118,0.17261800455761417
32,S2_L,33.0,3057,0.15545157469579957
33,TeA_L,34.0,1410,0.1853610301641285
34,V1_L,35.0,294,0.24332897887140714
35,V1B_L,36.0,1042,0.2389540430623144
36,V1M_L,37.0,2131,0.22333150348267272
37,V2L_L,38.0,1304,0.22054495103657246
38,V2ML_L,39.0,563,0.25205679124032626
39,V2MM_L,40.0,961,0.24225754731186472
40,VO_L,41.0,594,0.15266414765607228
41,CEnt_L,42.0,2515,0.15647328474131186
42,DIEnt_L,43.0,574,0.17520562772888962
43,DLEnt_L,44.0,1190,0.17173352120678967
44,MEnt_L,45.0,247,0.16690670369336238
45,VIEnt_L,46.0,483,0.17451038242435357
46,Cl_L,47.0,3,0.17166305581728616
47,DCl_L,48.0,0,
48,PLCo_L,49.0,1161,0.1616947041675256
49,VCl_L,50.0,11,0.16288597610863773
50,Hc_L,51.0,13793,0.16147748781598384
51,DTT_L,52.0,187,0.1484289423109376
52,Ect_L,53.0,892,0.17493951968815294
53,PaS_L,54.0,477,0.15651519316984672
54,PRh_L,55.0,752,0.1706220998646731
55,PrS_L,56.0,51,0.15429257192448073
56,Pir_L,57.0,32279,0.17452360857341007
57,APir_L,58.0,118,0.17008863983012862
58,Hyp_L,59.0,6884,0.16466815511055857
59,Preopt_L,60.0,3308,0.16027322894878948
60,Sthal_L,61.0,291,0.158620855473366
61,SPT_L,62.0,3718,0.15823738619228278
62,GP_L,63.0,1059,0.16613052251403124
63,CPu_L,64.0,10929,0.15151698836866384
64,Amy_L,65.0,7006,0.1611839356754308
65,Acb_L,66.0,1791,0.16152438673225614
66,BNst_L,67.0,347,0.16091391704010344
67,Vpal_L,68.0,926,0.17759981790062676
68,PAG_L,69.0,3721,0.1526346280530107
69,APT_L,70.0,303,0.15369950908638857
70,VTA_L,71.0,98,0.15536523922061435
71,Thal_R_L,72.0,5847,0.1394410310916785
72,VT_L,73.0,1432,0.14684554139495562
73,LDNT_L,74.0,135,0.14560138119591606
74,MGN_L,75.0,251,0.15112766712547773
75,LGN_L,76.0,435,0.14966955424725326
76,ZI_L,77.0,1051,0.1491241926144805
77,RTN_L,78.0,1194,0.14985740383216484
78,Sub_PP_L,79.0,129,0.159641616219698
79,DpMe_L,80.0,1485,0.15374271459250338
80,SC_L,81.0,5290,0.16440654803553353
81,IC_L,82.0,3135,0.1874820166548188
82,SN_L,83.0,520,0.1527632499113679
83,RPC_L,84.0,63,0.15807821270492342
84,MRN_L,85.0,1920,0.15641828066048521
85,RI_L,86.0,204,0.15406110280138605
86,Cn_L,87.0,179,0.15791734449523787
87,PrCn_L,88.0,283,0.15391039695630226
88,BS_R_L,89.0,3671,0.14905201212673755
89,Iped_L,90.0,151,0.1520317429738329
90,Cb_1_10_L,91.0,28611,0.16169081233118401
91,Den_L,92.0,217,0.1708199077624879
92,Int_L,93.0,244,0.16549143873032976
93,FasDL_L,94.0,1,0.18614672124385834
94,FasMed_L,95.0,531,0.15711129376780517
95,Vll_L,96.0,18,0.1407639980316162
96,ParB_L,97.0,203,0.16431460859887118
97,KF_L,98.0,396,0.15811147555859403
98,PCRt_L,99.0,2931,0.1725014764059326
99,CG_L,100.0,1717,0.15520588322892465
100,Su5_L,101.0,144,0.1558966600957016
101,m5_L,102.0,70,0.1424185815666403
102,5N_L,103.0,247,0.1579619392089033
103,PnO_L,104.0,3191,0.1561164169002293
104,Raph_L,105.0,227,0.15984781736319287
105,Pr5_L,106.0,434,0.15127228033913445
106,DTg_L,107.0,1075,0.15603634986766549
107,Tg_L,108.0,0,
108,CoN_L,109.0,306,0.15647297179679465
109,Pn_L,110.0,670,0.14895114835296105
110,RTg_L,111.0,247,0.14876174564786285
111,Oliv_L,112.0,732,0.17812553007420295
112,PnC_L,113.0,1613,0.1647925967164684
113,Sp5_L,114.0,1788,0.16897052685028022
114,Ve_L,115.0,1998,0.15981342762455092
115,Gi_L,116.0,3962,0.16380950030181998
116,Cu_L,117.0,523,0.16951404694275463
117,ac_L,118.0,202,0.14402444347149074
118,ot_L,119.0,1197,0.13634448748085035
119,fi_L,120.0,1044,0.1325175635645102
120,cc_L,121.0,8161,0.15029992717432927
121,fx_L,122.0,40,0.1398718547075987
122,st_L,123.0,435,0.1465163732568423
123,cg_L,124.0,416,0.1732924115808251
124,lo_L,125.0,583,0.12298839329701959
125,vhc_L,126.0,11,0.13956078412857922
126,ic_L,127.0,1659,0.14907124767449334
127,fr_L,128.0,0,
128,sm_L,129.0,37,0.11155302238625449
129,mt_L,130.0,0,
130,pc_L,131.0,17,0.13934601054472082
131,bsc_L,132.0,8,0.13307567499578
132,cp_L,133.0,1272,0.14708038772099047
133,ll_L,134.0,468,0.15243217876005885
134,sp5_L,135.0,1065,0.15942738600460016
135,py_L,136.0,308,0.13767793342809787
136,n8_L,137.0,89,0.13464074280489696
137,n7_L,138.0,3,0.12587357809146246
138,lfp_L,139.0,13,0.14722639379593042
139,mlf_ts_L,140.0,920,0.14578936477799131
140,sc_L,141.0,504,0.12892919088462515
141,ml_L,142.0,98,0.1449079339449503
142,vsc_L,143.0,694,0.15377402769385565
143,mcp_L,144.0,1002,0.1386216849334047
144,scp_L,145.0,358,0.1516561744599369
145,icp_oc_tz_L,146.0,305,0.1476134004651523
146,cbw_L,147.0,3354,0.15121749123435113
147,LV_L,148.0,4303,0.10972545974566068
148,A25_L,149.0,186,0.14185757210017533
149,das_L,150.0,0,
150,Post_L,151.0,251,0.1715880854730587
151,4V_L,152.0,563,0.12624283217647994
152,MiTg_L,153.0,434,0.1556914204791669
153,PT_L,154.0,43,0.10523922498836073
154,LDVL_L,155.0,53,0.14612152568011913
155,LP_L,156.0,79,0.14736524309161342
156,Athal_L,157.0,373,0.14793085488653054
157,RMC_L,158.0,67,0.14329037281559476
158,PaR_L,159.0,0,
159,RR_L,160.0,267,0.15555762362837344
160,CSF_L,161.0,175,0.1312753308245114
161,IRN_L,162.0,1024,0.17426886011526221
162,PHD_PaMP_Post_and_LatHy_L,163.0,625,0.1511127764582634
163,PR_p3Tg_L_L,164.0,34,0.14895196412416065
164,PVG_L,165.0,61,0.14652073920750228
165,BLA_L,166.0,975,0.17318263073762258
166,A24a_R,1001.0,735,0.144599921078909
167,A24aPrime_R,1002.0,318,0.15673185146923335
168,A24b_R,1003.0,937,0.15846855785765288
169,A24bPrime_R,1004.0,219,0.17803119653708313
170,A29a_R,1005.0,215,0.17227938462828482
171,A29b_R,1006.0,94,0.19870215598890123
172,A29c_R,1007.0,519,0.19475979192867904
173,A30_R,1008.0,1473,0.20492129876592574
174,A32_R,1009.0,1092,0.16008892383139867
175,Au1_R,1010.0,618,0.18641351523860372
176,AuD_R,1011.0,843,0.19772311478128496
177,AuV_R,1012.0,716,0.1707944545332946
178,DLO_R,1013.0,353,0.15524460457624187
179,Fr3_R,1014.0,344,0.17743536801792162
180,FrA_R,1015.0,3705,0.17085579030979903
181,Ins_R,1016.0,4485,0.1448149529915955
182,LO_R,1017.0,1459,0.15953163544228013
183,LPtA_R,1018.0,61,0.22476147237371225
184,M1_R,1019.0,3678,0.1755576062260794
185,M2_R,1020.0,3750,0.16650679474174976
186,MO_R,1021.0,556,0.16146932396260524
187,MPtA_R,1022.0,205,0.21939925969373889
188,PtPR_R,1023.0,3,0.23486866056919098
189,S1_R,1024.0,297,0.2120191134035788
190,S1BF_R,1025.0,4362,0.20332814056848178
191,S1DZ_R,1026.0,561,0.2057090819466348
192,S1FL_R,1027.0,1566,0.19688185580350734
193,S1HL_R,1028.0,1191,0.1948419773871412
194,S1J_R,1029.0,1432,0.18376378174454971
195,S1Sh_R,1030.0,26,0.2203613078364959
196,S1Tr_R,1031.0,266,0.21854004381518616
197,S1ULp_R,1032.0,2124,0.17669398889555937
198,S2_R,1033.0,2939,0.1546930100587547
199,TeA_R,1034.0,1481,0.18037353448977267
200,V1_R,1035.0,309,0.22511936241947716
201,V1B_R,1036.0,973,0.21517184395094202
202,V1M_R,1037.0,2004,0.20966403056568134
203,V2L_R,1038.0,1156,0.2007494506242469
204,V2ML_R,1039.0,578,0.23320204692419014
205,V2MM_R,1040.0,782,0.23253254870624493
206,VO_R,1041.0,703,0.15294107796881312
207,CEnt_R,1042.0,2786,0.16065077991435425
208,DIEnt_R,1043.0,652,0.17125085836127857
209,DLEnt_R,1044.0,1319,0.1768637565165826
210,MEnt_R,1045.0,293,0.1665632481410235
211,VIEnt_R,1046.0,611,0.16751599558148955
212,Cl_R,1047.0,74,0.15315851508765607
213,DCl_R,1048.0,0,
214,PLCo_R,1049.0,1219,0.15576183040786024
215,VCl_R,1050.0,42,0.1568291692861489
216,Hc_R,1051.0,13743,0.16093333996059828
217,DTT_R,1052.0,141,0.14932759053318212
218,Ect_R,1053.0,1065,0.17768300907432752
219,PaS_R,1054.0,449,0.15517920227451684
220,PRh_R,1055.0,903,0.16947059400156883
221,PrS_R,1056.0,33,0.15275002948262476
222,Pir_R,1057.0,34318,0.17263177325906195
223,APir_R,1058.0,112,0.1587402621018035
224,Hyp_R,1059.0,6744,0.16231586361632042
225,Pre_Tel_R,1060.0,3389,0.15969535879357685
226,Sthal_R,1061.0,287,0.15487306977813667
227,SPT_R,1062.0,3806,0.15737861414115506
228,GP_R,1063.0,898,0.16609179831725984
229,CPu_R,1064.0,10263,0.15319492309722219
230,Amy_R,1065.0,7492,0.15634823226490746
231,Acb_R,1066.0,2026,0.15782856185868133
232,BNst_R,1067.0,297,0.16165948726914145
233,Vpal_R,1068.0,1049,0.17305855869224118
234,PAG_R,1069.0,4050,0.1551013217682456
235,APT_R,1154.0,44,0.11915840894322503
236,VTA_R,1071.0,112,0.1494366509307708
237,Thal_R_R,1072.0,5682,0.14024545525196402
238,VT_R,1073.0,785,0.14762189088353686
239,LDNT_R,1074.0,146,0.14712241730869632
240,MGN_R,1075.0,258,0.1509334870375866
241,LGN_R,1076.0,394,0.14886367063837003
242,ZI_R,1077.0,873,0.14876484330679543
243,RTN_R,1078.0,915,0.15253476985002476
244,Sub_PP_R,1079.0,135,0.1505043143475497
245,DpMe_R,1080.0,1406,0.15524857111306992
246,SC_R,1081.0,4446,0.16569817975059561
247,IC_R,1082.0,2815,0.18900907780068593
248,SN_R,1083.0,563,0.15090785179532018
249,RPC_R,1084.0,64,0.1569288109894842
250,MRN_R,1085.0,2102,0.15637453180781213
251,RI_R,1086.0,144,0.15579801539166105
252,Cn_R,1087.0,214,0.15899015096164196
253,PrCn_R,1088.0,302,0.1549297185084283
254,BS_R_R,1089.0,3815,0.15008916660098465
255,Iped_R,1090.0,100,0.14916058281436562
256,Cb_1_10_R,1091.0,30255,0.16452147307241013
257,Den_R,1092.0,216,0.1716692509750525
258,Int_R,1093.0,256,0.1657320907979738
259,FasDL_R,1094.0,2,0.15018664300441742
260,FasMed_R,1095.0,539,0.15693498845168966
261,Vll_R,1096.0,15,0.16416304657856623
262,ParB_R,1097.0,209,0.1645158811619407
263,KF_R,1098.0,390,0.15718046178420383
264,PCRt_R,1099.0,3137,0.1717938363533093
265,CG_R,1100.0,1869,0.1568089026923866
266,Su5_R,1101.0,154,0.1568527580662207
267,m5_R,1102.0,66,0.14447217084693187
268,5N_R,1103.0,145,0.15719650798830492
269,PnC_R,1104.0,3151,0.15764597279614626
270,Raph_R,1105.0,166,0.1543607665562486
271,Pr5_R,1106.0,537,0.15547090124345803
272,DTg_R,1107.0,1065,0.15480777649252628
273,Tg_R,1108.0,1,0.1656585931777954
274,CoN_R,1109.0,359,0.15458901681026707
275,Pn_R,1110.0,582,0.1508587457470058
276,RTg_R,1111.0,239,0.14785532559809825
277,Oliv_R,1112.0,715,0.1743850205275979
278,PnRt_R,1113.0,1552,0.1631959026688998
279,Sp5_R,1114.0,1776,0.16533462554510045
280,Ve_R,1115.0,2383,0.15883788006224656
281,Gi_R,1116.0,3990,0.16355229841083063
282,Cu_R,1117.0,530,0.16972455782991536
283,ac_R,1118.0,207,0.14764277323864508
284,ot_R,1119.0,1168,0.13332814351043165
285,fi_R,1120.0,879,0.13626498797647782
286,cc_R,1121.0,7447,0.15099951995148247
287,fx_R,1122.0,41,0.14174664638391354
288,st_R,1123.0,389,0.14795692280356254
289,cg_R,1124.0,348,0.16318291896718673
290,lo_R,1125.0,535,0.12315591486675717
291,vhc_R,1126.0,18,0.1413393724295828
292,ic_R,1127.0,1477,0.14823330970091358
293,fr_R,1128.0,0,
294,sm_R,1129.0,39,0.12021781599674469
295,mt_R,1130.0,0,
296,pc_R,1131.0,13,0.1397770969913556
297,bsc_R,1132.0,5,0.13684646040201187
298,cp_R,1133.0,1203,0.1424638377076769
299,ll_R,1134.0,463,0.14759366210252367
300,sp5_R,1135.0,1222,0.1571695903520391
301,py_R,1136.0,325,0.13197883906272742
302,n8_R,1137.0,120,0.13463295021404822
303,n7_R,1138.0,0,
304,lfp_R,1139.0,10,0.14185691773891448
305,mlf_ts_R,1140.0,734,0.14216162075037364
306,sc_R,1141.0,501,0.12569140744007037
307,ml_R,1142.0,88,0.14784627365456385
308,vsc_R,1143.0,701,0.155771917850842
309,mcp_R,1144.0,922,0.14011432365827473
310,scp_R,1145.0,374,0.15063012582573662
311,icp_oc_tz_R,1146.0,337,0.14793827128251158
312,cbw_R,1147.0,3335,0.15259335584815653
313,LV_R,1148.0,3996,0.11722582295113751
314,A25_R,1149.0,172,0.1476993931154179
315,das_R,1150.0,0,
316,Post_R,1151.0,209,0.16377128981517264
317,4V_R,1152.0,551,0.12729056867451397
318,MiTg_R,1153.0,484,0.1588764575209992
319,APT_R,1154.0,44,0.11915840894322503
320,LDVL_R,1155.0,73,0.14526776704069685
321,LP_R,1156.0,108,0.1420157276507881
322,AThal_R,1157.0,339,0.15127356073497672
323,RMC_R,1158.0,64,0.14843599661253393
324,PaR_R,1159.0,0,
325,RR_R,1160.0,255,0.15555200416083428
326,CSF_R,1161.0,138,0.1425866808310367
327,IRN_R,1162.0,1083,0.17191892552051077
328,PHD_PaMP_Post_and_LatHy_R,1163.0,801,0.1500281993388088
329,PR_p3Tg_L_R,1164.0,38,0.1445235125720501
330,PVG_R,1165.0,35,0.14883476368018558
331,BLA_R,,0,
