,Structure Abbreviation,Index,Voxel Number,Mean intensity
0,A24a_L,1.0,695,0.22258129507946453
1,A24aPrime_L,2.0,299,0.24568164572867263
2,A24b_L,3.0,821,0.2442313365356931
3,A24bPrime_L,4.0,218,0.2857072261085204
4,A29a_L,5.0,189,0.25477487566294493
5,A29b_L,6.0,109,0.29383725638783303
6,A29c_L,7.0,617,0.2843360861271282
7,A30_L,8.0,1757,0.29854544522065835
8,A32_L,9.0,1047,0.24176138201096908
9,Au1_L,10.0,743,0.31947617596805017
10,AuD_L,11.0,1077,0.2958729107178464
11,AuV_L,12.0,739,0.2772759115462052
12,DLO_L,13.0,349,0.2329817642070844
13,Fr3_L,14.0,418,0.2545479452995022
14,FrA_L,15.0,3981,0.22694808245781334
15,Ins_L,16.0,4319,0.22940615446848653
16,LO_L,17.0,1271,0.23807048760970026
17,LPtA_L,18.0,114,0.34162653015370953
18,M1_L,19.0,4131,0.2514952503494635
19,M2_L,20.0,3807,0.2466759972288003
20,MO_L,21.0,630,0.24610598911605183
21,MPtA_L,22.0,204,0.33812774421975894
22,PtPR_L,23.0,31,0.33905126779310163
23,S1_L,24.0,364,0.3197298729485208
24,S1BF_L,25.0,5291,0.2969117825317503
25,S1DZ_L,26.0,619,0.29085706285109236
26,S1FL_L,27.0,1873,0.2727109773280432
27,S1HL_L,28.0,1565,0.2866386752563734
28,S1J_L,29.0,1407,0.2585985723250117
29,S1Sh_L,30.0,37,0.32726155342282476
30,S1Tr_L,31.0,311,0.3360162463602146
31,S1ULp_L,32.0,2044,0.2731755550280068
32,S2_L,33.0,3017,0.25132427444353694
33,TeA_L,34.0,1460,0.28697936095118726
34,V1_L,35.0,305,0.3350293117468474
35,V1B_L,36.0,1170,0.30306954310617895
36,V1M_L,37.0,2532,0.2907881312260601
37,V2L_L,38.0,1398,0.29929149949201017
38,V2ML_L,39.0,611,0.3361470790461023
39,V2MM_L,40.0,1026,0.3307303405034612
40,VO_L,41.0,674,0.2329250101210102
41,CEnt_L,42.0,2700,0.2475758407285644
42,DIEnt_L,43.0,618,0.2606656936307748
43,DLEnt_L,44.0,1323,0.26371411101235104
44,MEnt_L,45.0,271,0.25764545985253534
45,VIEnt_L,46.0,504,0.25608593320089673
